val,pop
41000000,1
37500000,1
25664056,1
13248040,1
10525716,1
8700000,1
8250000,1
6500000,1
3750000,1
3542780,1
3290860,1
2754876,1
2612368,1
2595572,1
2500000,1
2150000,1
1825000,1
1770000,2
1765000,3
1762500,2
1760000,5
1759000,1
1755500,6
1755000,2
1500000,2
1380000,1
1230000,5
1120000,1
1110000,1
1085500,1
1080000,7
1005000,1
1000000,2
895000,4
845000,1
810000,1
805000,11
720000,3
645000,4
570000,4
495500,1
495000,9
136000,28
