val,pop
"$45,300,000 ",1
"$36,000,000 ",1
"$18,000,000 ",1
"$12,000,000 ",1
"$10,500,000 ",1
"$9,000,000 ",2
"$8,000,000 ",1
"$5,700,000 ",1
"$3,250,000 ",1
"$1,775,000 ",1
"$1,422,500 ",3
"$1,337,500 ",5
"$1,270,000 ",1
"$1,245,000 ",1
"$1,170,000 ",1
"$1,030,000 ",4
"$960,000 ",2
"$840,000 ",3
