val,pop
18000000,1
11000000,1
10718546,1
10000000,1
4572102,1
3611326,1
3250000,1
3000000,2
2819648,1
2654780,1
2546548,1
2315000,1
1950000,1
1797000,1
1685000,1
1675000,1
1670000,3
1669500,1
1667500,1
1665000,14
1580000,1
1480000,1
1200000,1
1170000,6
1100000,2
1095000,1
1020000,15
1000000,1
945000,1
855000,3
795000,1
775000,8
690000,2
615000,4
540000,8
465000,17
340000,1
170000,2
122400,26
