val,pop
21500000,1
10000000,1
6450000,1
5944572,1
4000000,1
3457136,1
2600000,1
2482856,1
2300000,1
1671000,1
1638500,1
1620000,6
1500000,1
1470000,1
1290000,2
1215000,1
1200000,1
1140000,2
1080000,1
1000000,1
990000,3
885000,1
840000,2
780000,1
760000,1
675000,1
600000,3
525000,2
450000,2
180000,1
170000,2
117300,8
