val,pop
62000000,1
31194750,1
15000000,2
7450740,1
6900000,1
4083482,1
4082294,1
4000000,1
3500000,1
3167700,1
2914000,1
2500000,1
2000000,1
1735000,1
1720000,2
1717500,1
1715000,3
1712500,1
1710000,8
1560000,1
1350000,1
1250000,2
1200000,2
1105000,2
1050000,9
1000000,1
915000,1
880000,3
815000,1
790000,3
705000,3
630000,6
555000,6
550000,1
480000,17
129200,28
